hpan,calculation_date,txn_count_7d,txn_count_30d,txn_count_90d,txn_amount_7d,txn_amount_30d,txn_amount_90d,avg_txn_amount_7d,avg_txn_amount_30d,avg_txn_amount_90d,p2p_count_30d,p2p_amount_30d,unique_mcc_7d,unique_mcc_30d,unique_merchants_30d,avg_hour,weekend_ratio,night_txn_ratio,avg_daily_txn_count,days_since_last_txn,total_txn_count,p2p_ratio_30d,max_daily_txn_count,recency_score,frequency_score,monetary_score,customer_segment,activity_level
561468000000000056591,2025-04-30,1,2,5,204767.0,4645229.0,4946333.0,204767.0,2322614.5,989266.6,0,0.0,1,1,2,15,0.8,0.0,1.0,7,5,0.0,1,Active,Low,Premium,Champions,Low
544081000000000035089,2025-04-30,0,2,5,0.0,835117.0,3012532.0,0.0,417558.5,602506.4,1,419928.0,0,1,2,13,0.4,0.0,1.0,27,5,0.5,1,Regular,Low,High,Potential,Low
626257000000000058045,2025-04-30,0,2,5,0.0,886592.0,2052932.0,0.0,443296.0,410586.4,0,0.0,0,1,2,12,0.4,0.0,1.0,11,5,0.0,1,Regular,Low,High,Potential,Low
561468000000000010307,2025-04-30,0,1,5,0.0,0.0,1226064.0,0.0,0.0,245212.8,0,0.0,0,1,1,16,0.6,0.0,1.25,25,5,0.0,1,Regular,Low,Low,Potential,Low
561468000000000003134,2025-04-30,0,1,9,0.0,9841.0,5871769.0,0.0,9841.0,652418.7777777778,1,9841.0,0,1,1,13,0.2222222222222222,0.0,1.0,28,9,1.0,1,Regular,Low,Low,Potential,Low
561468000000000047126,2025-04-30,2,4,5,1210287.0,1964833.0,2186374.0,605143.5,491208.25,437274.8,3,1864472.0,1,1,4,14,0.4,0.6,1.0,2,5,0.75,1,Active,Low,Premium,Champions,Low
561468000000000035607,2025-04-30,1,1,5,201629.0,201629.0,1872942.0,201629.0,201629.0,374588.4,1,201629.0,1,1,1,16,0.0,0.0,1.0,0,5,1.0,1,nan,Low,Medium,Lost,Low
561468000000000006310,2025-04-30,0,1,5,0.0,72449.0,2181452.0,0.0,72449.0,436290.4,0,0.0,0,1,1,13,0.4,0.2,1.25,20,5,0.0,1,Regular,Low,Low,Potential,Low
860006000000000005026,2025-04-30,0,0,6,0.0,0.0,1718005.0,0.0,0.0,286334.1666666667,0,0.0,0,0,0,13,0.16666666666666666,0.0,1.0,35,6,0.0,1,Sleeping,nan,Low,At Risk,nan
860006000000000074319,2025-04-30,2,3,6,270057.0,406423.0,2685932.0,135028.5,135474.33333333334,447655.3333333333,2,270057.0,1,1,3,14,0.16666666666666666,0.0,1.0,6,6,0.6666666666666666,1,Active,Low,High,Champions,Low
561468000000000016408,2025-04-30,1,3,5,83869.0,399100.0,1906307.0,83869.0,133033.33333333334,381261.4,1,83869.0,1,1,3,12,0.0,0.2,1.0,0,5,0.3333333333333333,1,nan,Low,High,Lost,Low
561468000000000001561,2025-04-30,1,2,5,165423.0,165423.0,1398608.0,165423.0,82711.5,279721.6,0,0.0,1,1,2,13,0.0,0.0,1.0,2,5,0.0,1,Active,Low,Medium,Lost,Low
561468000000000057943,2025-04-30,2,3,5,527366.0,758159.0,915171.0,263683.0,252719.66666666666,183034.2,0,0.0,1,1,3,14,0.0,0.0,1.0,0,5,0.0,1,nan,Low,High,Lost,Low
479092000000000068135,2025-04-30,0,1,5,0.0,1361527.0,3362697.0,0.0,1361527.0,672539.4,0,0.0,0,1,1,12,0.2,0.0,1.0,23,5,0.0,1,Regular,Low,Premium,Potential,Low
561468000000000074754,2025-04-30,1,2,5,129588.0,354746.0,1017525.0,129588.0,177373.0,203505.0,1,129588.0,1,1,2,15,0.4,0.0,1.0,5,5,0.5,1,Active,Low,Medium,Lost,Low
860004000000000005162,2025-04-30,0,1,5,0.0,701821.0,2957343.0,0.0,701821.0,591468.6,1,701821.0,0,1,1,14,0.4,0.2,1.0,24,5,1.0,1,Regular,Low,High,Potential,Low
561468000000000032732,2025-04-30,1,3,6,121047.0,866407.0,1204533.0,121047.0,288802.3333333333,200755.5,1,172131.0,1,1,3,13,0.16666666666666666,0.0,1.2,0,6,0.3333333333333333,1,nan,Low,High,Lost,Low
626272000000000034585,2025-04-30,0,1,5,0.0,48976.0,1474712.0,0.0,48976.0,294942.4,0,0.0,0,1,1,15,0.6,0.0,1.0,25,5,0.0,1,Regular,Low,Low,Potential,Low
860003000000000076791,2025-04-30,0,1,5,0.0,277812.0,1602530.0,0.0,277812.0,320506.0,0,0.0,0,1,1,13,0.2,0.0,1.0,28,5,0.0,1,Regular,Low,Medium,Potential,Low
561468000000000034794,2025-04-30,0,1,5,0.0,129839.0,9905351.0,0.0,129839.0,1981070.2,0,0.0,0,1,1,16,0.2,0.0,1.25,19,5,0.0,1,Regular,Low,Medium,Potential,Low
860006000000000055427,2025-04-30,2,3,5,216948.0,722256.0,829719.0,108474.0,240752.0,165943.8,2,700820.0,1,1,3,11,0.2,0.2,1.0,0,5,0.6666666666666666,1,nan,Low,High,Lost,Low
561468000000000007039,2025-04-30,0,3,7,0.0,1005900.0,2623341.0,0.0,335300.0,374763.0,2,881290.0,0,1,3,13,0.0,0.2857142857142857,1.1666666666666667,8,7,0.6666666666666666,1,Regular,Low,High,Potential,Low
860014000000000030812,2025-04-30,1,3,5,155606.0,448033.0,1472183.0,155606.0,149344.33333333334,294436.6,1,155606.0,1,1,3,13,0.0,0.0,1.0,5,5,0.3333333333333333,1,Active,Low,High,Champions,Low
860031000000000006732,2025-04-30,0,1,11,0.0,1297113.0,4429138.0,0.0,1297113.0,402648.9090909091,1,1297113.0,0,1,1,14,0.2727272727272727,0.18181818181818182,1.0,8,11,1.0,1,Regular,Low,High,Potential,Low
860031000000000014553,2025-04-30,0,2,6,0.0,1200915.0,12268209.0,0.0,600457.5,2044701.5,0,0.0,0,1,2,14,0.5,0.3333333333333333,1.0,9,6,0.0,1,Regular,Low,High,Potential,Low
860006000000000046582,2025-04-30,1,3,5,0.0,2223093.0,2402268.0,0.0,741031.0,480453.6,2,2223093.0,1,1,3,13,0.2,0.2,1.0,6,5,0.6666666666666666,1,Active,Low,Premium,Champions,Low
860020000000000067692,2025-04-30,1,2,5,0.0,166503.0,8119160.0,0.0,83251.5,1623832.0,0,0.0,1,1,2,16,0.4,0.0,1.0,3,5,0.0,1,Active,Low,Medium,Lost,Low
860006000000000031515,2025-04-30,1,2,5,61443.0,145656.0,2423050.0,61443.0,72828.0,484610.0,1,61443.0,1,1,2,14,0.0,0.0,1.0,6,5,0.5,1,Active,Low,Medium,Lost,Low
860006000000000006051,2025-04-30,1,4,9,165682.0,2103534.0,12513285.0,165682.0,525883.5,1390365.0,2,1739729.0,1,1,4,14,0.2222222222222222,0.1111111111111111,1.0,0,9,0.5,1,nan,Low,Premium,Lost,Low
626257000000000010753,2025-04-30,0,0,5,0.0,0.0,5485117.0,0.0,0.0,1097023.4,0,0.0,0,0,0,12,0.2,0.0,1.25,49,5,0.0,1,Sleeping,nan,Low,At Risk,nan
544081000000000030613,2025-04-30,0,2,6,0.0,1338839.0,1776848.0,0.0,669419.5,296141.3333333333,2,1338839.0,0,1,2,12,0.5,0.16666666666666666,1.0,10,6,1.0,1,Regular,Low,Premium,Potential,Low
860049000000000016342,2025-04-30,1,2,5,59729.0,98758.0,1217581.0,59729.0,49379.0,243516.2,0,0.0,1,1,2,15,0.0,0.0,1.25,6,5,0.0,1,Active,Low,Low,Lost,Low
561468000000000027755,2025-04-30,0,2,5,0.0,3655473.0,3788005.0,0.0,1827736.5,757601.0,1,973232.0,0,1,2,12,0.2,0.0,1.0,12,5,0.5,1,Regular,Low,Premium,Potential,Low
561468000000000032959,2025-04-30,2,2,8,1804464.0,1804464.0,3545414.0,902232.0,902232.0,443176.75,2,1804464.0,1,1,2,12,0.625,0.0,1.1428571428571428,3,8,1.0,1,Active,Low,Premium,Champions,Low
860006000000000003560,2025-04-30,0,0,5,0.0,0.0,2233886.0,0.0,0.0,446777.2,0,0.0,0,0,0,18,0.0,0.2,1.0,34,5,0.0,1,Sleeping,nan,Low,At Risk,nan
860005000000000014575,2025-04-30,0,1,5,0.0,0.0,708979.0,0.0,0.0,141795.8,0,0.0,0,1,1,11,0.0,0.2,1.0,14,5,0.0,1,Regular,Low,Low,Potential,Low
561468000000000012903,2025-04-30,0,3,5,0.0,1117307.0,1247994.0,0.0,372435.6666666667,249598.8,2,310586.0,0,1,3,14,0.4,0.0,1.0,15,5,0.6666666666666666,1,Regular,Low,High,Potential,Low
561468000000000031256,2025-04-30,0,3,5,0.0,922284.0,996581.0,0.0,307428.0,199316.2,0,0.0,0,1,3,14,0.4,0.0,1.0,11,5,0.0,1,Regular,Low,High,Potential,Low
860006000000000018164,2025-04-30,1,3,5,3691404.0,3833467.0,4231739.0,3691404.0,1277822.3333333333,846347.8,1,3691404.0,1,1,3,15,0.0,0.2,1.0,0,5,0.3333333333333333,1,nan,Low,Premium,Lost,Low
544081000000000007028,2025-04-30,1,3,6,130400.0,1300612.0,1501985.0,130400.0,433537.3333333333,250330.83333333334,1,1089128.0,1,1,3,12,0.3333333333333333,0.16666666666666666,1.0,0,6,0.3333333333333333,1,nan,Low,High,Lost,Low
860011000000000032514,2025-04-30,1,2,5,948623.0,1023403.0,1339015.0,948623.0,511701.5,267803.0,1,74780.0,1,1,2,14,0.0,0.0,1.0,7,5,0.5,1,Active,Low,High,Champions,Low
860006000000000003285,2025-04-30,0,2,7,0.0,316062.0,1577750.0,0.0,158031.0,225392.85714285713,1,0.0,0,1,2,13,0.0,0.14285714285714285,1.0,16,7,0.5,1,Regular,Low,Medium,Potential,Low
561468000000000031312,2025-04-30,0,0,5,0.0,0.0,1894902.0,0.0,0.0,378980.4,0,0.0,0,0,0,17,0.8,0.2,1.0,32,5,0.0,1,Sleeping,nan,Low,At Risk,nan
860049000000000017270,2025-04-30,1,2,5,178884.0,178884.0,1767588.0,178884.0,89442.0,353517.6,0,0.0,1,1,2,17,0.4,0.2,1.0,5,5,0.0,1,Active,Low,Medium,Lost,Low
561468000000000024412,2025-04-30,0,1,6,0.0,1473016.0,3128589.0,0.0,1473016.0,521431.5,0,0.0,0,1,1,13,0.5,0.0,1.0,24,6,0.0,1,Regular,Low,Premium,Potential,Low
561468000000000040555,2025-04-30,0,2,5,0.0,215248.0,1646731.0,0.0,107624.0,329346.2,0,0.0,0,1,2,13,0.2,0.0,1.0,16,5,0.0,1,Regular,Low,Medium,Potential,Low
860031000000000051716,2025-04-30,1,5,7,246564.0,2477708.0,2563109.0,246564.0,495541.6,366158.4285714286,2,249321.0,1,1,5,14,0.5714285714285714,0.0,1.0,4,7,0.4,1,Active,Low,Premium,Champions,Low
626257000000000018936,2025-04-30,0,0,5,0.0,0.0,2193081.0,0.0,0.0,438616.2,0,0.0,0,0,0,13,0.2,0.0,1.0,34,5,0.0,1,Sleeping,nan,Low,At Risk,nan
860006000000000014976,2025-04-30,1,3,5,302060.0,605730.0,6496105.0,302060.0,201910.0,1299221.0,1,302060.0,1,1,3,14,0.2,0.0,1.0,7,5,0.3333333333333333,1,Active,Low,High,Champions,Low
626256000000000054672,2025-04-30,1,4,5,1432701.0,4554264.0,4586931.0,1432701.0,1138566.0,917386.2,3,3451163.0,1,1,4,15,0.2,0.0,1.0,6,5,0.75,1,Active,Low,Premium,Champions,Low
561468000000000005961,2025-04-30,0,1,6,0.0,1113688.0,3611814.0,0.0,1113688.0,601969.0,1,1113688.0,0,1,1,13,0.3333333333333333,0.0,1.0,30,6,1.0,1,Regular,Low,High,Potential,Low
561468000000000016088,2025-04-30,0,2,5,0.0,1110371.0,1524434.0,0.0,555185.5,304886.8,1,955439.0,0,1,2,14,0.6,0.0,1.0,14,5,0.5,1,Regular,Low,High,Potential,Low
860006000000000004344,2025-04-30,0,1,6,0.0,18451.0,4458147.0,0.0,18451.0,743024.5,0,0.0,0,1,1,12,0.3333333333333333,0.16666666666666666,1.0,18,6,0.0,1,Regular,Low,Low,Potential,Low
561468000000000013782,2025-04-30,0,1,6,0.0,5801424.0,6197516.0,0.0,5801424.0,1032919.3333333334,1,5801424.0,0,1,1,16,0.3333333333333333,0.0,1.0,27,6,1.0,1,Regular,Low,Premium,Potential,Low
860014000000000054295,2025-04-30,1,3,5,131671.0,2520639.0,6343610.0,131671.0,840213.0,1268722.0,1,28965.0,1,1,3,15,0.4,0.0,1.0,0,5,0.3333333333333333,1,nan,Low,Premium,Lost,Low
561468000000000036673,2025-04-30,1,1,5,167377.0,167377.0,6021491.0,167377.0,167377.0,1204298.2,1,167377.0,1,1,1,13,0.6,0.2,1.0,4,5,1.0,1,Active,Low,Medium,Lost,Low
561468000000000007346,2025-04-30,1,1,5,188800.0,188800.0,1634250.0,188800.0,188800.0,326850.0,0,0.0,1,1,1,9,0.0,0.2,1.25,5,5,0.0,1,Active,Low,Medium,Lost,Low
561468000000000051402,2025-04-30,0,3,5,0.0,9712216.0,9977838.0,0.0,3237405.3333333335,1995567.6,1,119527.0,0,1,3,15,0.6,0.0,1.25,10,5,0.3333333333333333,1,Regular,Low,Premium,Potential,Low
561468000000000018024,2025-04-30,0,1,5,0.0,185264.0,1284715.0,0.0,185264.0,256943.0,0,0.0,0,1,1,14,0.4,0.0,1.0,30,5,0.0,1,Regular,Low,Medium,Potential,Low
860005000000000028514,2025-04-30,0,2,7,0.0,619475.0,1241975.0,0.0,309737.5,177425.0,1,619475.0,0,1,2,17,0.0,0.0,1.1666666666666667,22,7,0.5,1,Regular,Low,High,Potential,Low
561468000000000019039,2025-04-30,0,2,6,0.0,1946971.0,4121257.0,0.0,973485.5,686876.1666666666,1,1746486.0,0,1,2,13,0.16666666666666666,0.0,1.5,20,6,0.5,2,Regular,Low,Premium,Potential,Low
860006000000000016199,2025-04-30,1,2,7,33849.0,833499.0,5911870.0,33849.0,416749.5,844552.8571428572,0,0.0,1,1,2,14,0.14285714285714285,0.0,1.0,3,7,0.0,1,Active,Low,High,Champions,Low
561468000000000075101,2025-04-30,0,1,5,0.0,191961.0,1859705.0,0.0,191961.0,371941.0,1,191961.0,0,1,1,14,0.2,0.0,1.0,29,5,1.0,1,Regular,Low,Medium,Potential,Low
860006000000000039107,2025-04-30,0,0,6,0.0,0.0,2271695.0,0.0,0.0,378615.8333333333,0,0.0,0,0,0,12,0.16666666666666666,0.0,1.2,31,6,0.0,1,Sleeping,nan,Low,At Risk,nan
561468000000000048425,2025-04-30,1,2,5,168763.0,252872.0,564207.0,168763.0,126436.0,112841.4,2,252872.0,1,1,2,14,0.2,0.0,1.0,5,5,1.0,1,Active,Low,Medium,Lost,Low
561468000000000027897,2025-04-30,0,1,6,0.0,384992.0,1332479.0,0.0,384992.0,222079.83333333334,0,0.0,0,1,1,12,0.16666666666666666,0.0,1.0,30,6,0.0,1,Regular,Low,Medium,Potential,Low
561468000000000028737,2025-04-30,1,2,5,835044.0,1181289.0,1638626.0,835044.0,590644.5,327725.2,0,0.0,1,1,2,11,0.6,0.2,1.0,6,5,0.0,1,Active,Low,High,Champions,Low
986008000000000027444,2025-04-30,0,1,5,0.0,176027.0,595175.0,0.0,176027.0,119035.0,0,0.0,0,1,1,17,0.2,0.4,1.0,15,5,0.0,1,Regular,Low,Medium,Potential,Low
860014000000000021400,2025-04-30,0,2,5,0.0,1180634.0,2032340.0,0.0,590317.0,406468.0,0,0.0,0,1,2,13,0.4,0.0,1.0,24,5,0.0,1,Regular,Low,High,Potential,Low
561468000000000067005,2025-04-30,0,1,5,0.0,1479234.0,3222847.0,0.0,1479234.0,644569.4,0,0.0,0,1,1,15,0.2,0.0,1.25,13,5,0.0,1,Regular,Low,Premium,Potential,Low
860011000000000075263,2025-04-30,1,4,6,53349.0,222865.0,514302.0,53349.0,55716.25,85717.0,3,175544.0,1,1,4,14,0.5,0.16666666666666666,1.2,1,6,0.75,1,Active,Low,Medium,Lost,Low
561468000000000014124,2025-04-30,2,2,7,360022.0,360022.0,1227103.0,180011.0,180011.0,175300.42857142858,2,360022.0,1,1,2,11,0.2857142857142857,0.14285714285714285,1.0,0,7,1.0,1,nan,Low,Medium,Lost,Low
860006000000000005741,2025-04-30,0,2,5,0.0,320102.0,1412645.0,0.0,160051.0,282529.0,0,0.0,0,1,2,13,0.2,0.0,1.0,9,5,0.0,1,Regular,Low,Medium,Potential,Low
860049000000000006661,2025-04-30,0,3,5,0.0,1393740.0,1449677.0,0.0,464580.0,289935.4,2,355432.0,0,1,3,14,0.6,0.0,1.25,14,5,0.6666666666666666,1,Regular,Low,Premium,Potential,Low
860006000000000074444,2025-04-30,0,0,5,0.0,0.0,636723.0,0.0,0.0,127344.6,0,0.0,0,0,0,12,0.6,0.0,1.0,46,5,0.0,1,Sleeping,nan,Low,At Risk,nan
561468000000000014171,2025-04-30,0,0,5,0.0,0.0,1711452.0,0.0,0.0,342290.4,0,0.0,0,0,0,13,0.6,0.0,1.0,44,5,0.0,1,Sleeping,nan,Low,At Risk,nan
860006000000000007222,2025-04-30,0,0,5,0.0,0.0,1224611.0,0.0,0.0,244922.2,0,0.0,0,0,0,15,0.4,0.0,1.25,35,5,0.0,1,Sleeping,nan,Low,At Risk,nan
561468000000000006517,2025-04-30,1,1,5,250881.0,250881.0,1343089.0,250881.0,250881.0,268617.8,1,250881.0,1,1,1,12,0.2,0.0,1.0,0,5,1.0,1,nan,Low,Medium,Lost,Low
561468000000000053567,2025-04-30,0,1,6,0.0,32820.0,3186277.0,0.0,32820.0,531046.1666666666,0,0.0,0,1,1,16,0.3333333333333333,0.16666666666666666,1.2,12,6,0.0,1,Regular,Low,Low,Potential,Low
860002000000000037307,2025-04-30,0,0,5,0.0,0.0,326977.0,0.0,0.0,65395.4,0,0.0,0,0,0,10,0.4,0.2,1.0,48,5,0.0,1,Sleeping,nan,Low,At Risk,nan
561468000000000076302,2025-04-30,0,0,6,0.0,0.0,750620.0,0.0,0.0,125103.33333333333,0,0.0,0,0,0,12,0.5,0.16666666666666666,1.0,53,6,0.0,1,Sleeping,nan,Low,At Risk,nan
860033000000000036563,2025-04-30,0,0,5,0.0,0.0,577944.0,0.0,0.0,115588.8,0,0.0,0,0,0,10,0.4,0.2,1.25,36,5,0.0,1,Sleeping,nan,Low,At Risk,nan
860033000000000006763,2025-04-30,0,2,5,0.0,1251102.0,1734708.0,0.0,625551.0,346941.6,1,1239146.0,0,1,2,15,0.2,0.0,1.0,10,5,0.5,1,Regular,Low,High,Potential,Low
626257000000000032728,2025-04-30,0,2,5,0.0,0.0,372326.0,0.0,0.0,74465.2,0,0.0,0,1,2,12,0.2,0.0,1.0,11,5,0.0,1,Regular,Low,Low,Potential,Low
860031000000000037765,2025-04-30,0,0,5,0.0,0.0,410897.0,0.0,0.0,82179.4,0,0.0,0,0,0,15,0.6,0.0,1.0,45,5,0.0,1,Sleeping,nan,Low,At Risk,nan
860006000000000051007,2025-04-30,1,4,5,2814207.0,4105158.0,4900145.0,2814207.0,1026289.5,980029.0,1,1259489.0,1,1,4,10,0.0,0.2,1.0,0,5,0.25,1,nan,Low,Premium,Lost,Low
860002000000000003957,2025-04-30,0,0,5,0.0,0.0,1667774.0,0.0,0.0,333554.8,0,0.0,0,0,0,15,0.4,0.0,1.0,34,5,0.0,1,Sleeping,nan,Low,At Risk,nan
561468000000000009297,2025-04-30,0,1,6,0.0,210709.0,3932832.0,0.0,210709.0,655472.0,0,0.0,0,1,1,14,0.0,0.0,1.0,23,6,0.0,1,Regular,Low,Medium,Potential,Low
986016000000000005876,2025-04-30,0,3,5,0.0,1354506.0,1436365.0,0.0,451502.0,287273.0,1,1173567.0,0,1,3,17,0.2,0.2,1.0,12,5,0.3333333333333333,1,Regular,Low,Premium,Potential,Low
860049000000000013683,2025-04-30,0,0,5,0.0,0.0,3643180.0,0.0,0.0,728636.0,0,0.0,0,0,0,16,0.2,0.0,1.0,31,5,0.0,1,Sleeping,nan,Low,At Risk,nan
561468000000000016149,2025-04-30,0,0,5,0.0,0.0,2098190.0,0.0,0.0,419638.0,0,0.0,0,0,0,11,0.2,0.0,1.25,55,5,0.0,1,Sleeping,nan,Low,At Risk,nan
561468000000000028006,2025-04-30,0,0,6,0.0,0.0,1305985.0,0.0,0.0,217664.16666666666,0,0.0,0,0,0,12,0.16666666666666666,0.16666666666666666,1.0,43,6,0.0,1,Sleeping,nan,Low,At Risk,nan
860048000000000033636,2025-04-30,0,2,6,0.0,2921082.0,9121330.0,0.0,1460541.0,1520221.6666666667,2,2921082.0,0,1,2,12,0.16666666666666666,0.3333333333333333,1.0,14,6,1.0,1,Regular,Low,Premium,Potential,Low
860006000000000029114,2025-04-30,0,1,7,0.0,1089200.0,5714955.0,0.0,1089200.0,816422.1428571428,0,0.0,0,1,1,17,0.14285714285714285,0.14285714285714285,1.0,12,7,0.0,1,Regular,Low,High,Potential,Low
860033000000000050959,2025-04-30,1,4,6,118073.0,2259229.0,2299404.0,118073.0,564807.25,383234.0,2,1063072.0,1,1,4,15,0.0,0.16666666666666666,1.0,2,6,0.5,1,Active,Low,Premium,Champions,Low
860006000000000004710,2025-04-30,0,1,7,0.0,109048.0,688946.0,0.0,109048.0,98420.85714285714,0,0.0,0,1,1,14,0.42857142857142855,0.0,1.0,16,7,0.0,1,Regular,Low,Medium,Potential,Low
860006000000000014306,2025-04-30,1,2,5,271895.0,271895.0,2112679.0,271895.0,135947.5,422535.8,1,271895.0,1,1,2,13,0.0,0.0,1.0,7,5,0.5,1,Active,Low,Medium,Lost,Low
561468000000000076383,2025-04-30,0,1,5,0.0,126560.0,1619367.0,0.0,126560.0,323873.4,0,0.0,0,1,1,14,0.6,0.0,1.0,21,5,0.0,1,Regular,Low,Medium,Potential,Low
860006000000000007135,2025-04-30,0,0,7,0.0,0.0,4823021.0,0.0,0.0,689003.0,0,0.0,0,0,0,14,0.2857142857142857,0.0,1.0,31,7,0.0,1,Sleeping,nan,Low,At Risk,nan
544081000000000054304,2025-04-30,0,2,5,0.0,41383.0,3902624.0,0.0,20691.5,780524.8,0,0.0,0,1,2,17,0.2,0.2,1.0,9,5,0.0,1,Regular,Low,Low,Potential,Low
544081000000000052398,2025-04-30,1,3,5,0.0,193391.0,361389.0,0.0,64463.666666666664,72277.8,2,193391.0,1,1,3,14,0.4,0.0,1.0,6,5,0.6666666666666666,1,Active,Low,Medium,Lost,Low
860012000000000003160,2025-04-30,1,1,8,211891.0,211891.0,2128992.0,211891.0,211891.0,266124.0,0,0.0,1,1,1,14,0.125,0.0,1.3333333333333333,7,8,0.0,1,Active,Low,Medium,Lost,Low
860031000000000055730,2025-04-30,0,0,5,0.0,0.0,1199085.0,0.0,0.0,239817.0,0,0.0,0,0,0,13,0.2,0.0,1.0,46,5,0.0,1,Sleeping,nan,Low,At Risk,nan
860004000000000035562,2025-04-30,1,2,6,242532.0,307085.0,4584645.0,242532.0,153542.5,764107.5,1,242532.0,1,1,2,12,0.5,0.0,1.0,3,6,0.5,1,Active,Low,Medium,Lost,Low
860031000000000004730,2025-04-30,0,5,12,0.0,7007510.0,10024541.0,0.0,1401502.0,835378.4166666666,1,110540.0,0,1,5,13,0.5,0.0,1.0909090909090908,11,12,0.2,1,Regular,Low,Premium,Potential,Low
860006000000000010029,2025-04-30,0,1,5,0.0,1256330.0,5043322.0,0.0,1256330.0,1008664.4,0,0.0,0,1,1,14,0.4,0.0,1.0,10,5,0.0,1,Regular,Low,High,Potential,Low
860031000000000009154,2025-04-30,1,2,6,9650.0,105902.0,1256713.0,9650.0,52951.0,209452.16666666666,0,0.0,1,1,2,13,0.5,0.0,1.0,3,6,0.0,1,Active,Low,Low,Lost,Low
561468000000000026831,2025-04-30,0,2,5,0.0,293381.0,1979168.0,0.0,146690.5,395833.6,0,0.0,0,1,2,13,0.2,0.2,1.0,14,5,0.0,1,Regular,Low,Medium,Potential,Low
860006000000000031516,2025-04-30,0,1,6,0.0,800374.0,2309493.0,0.0,800374.0,384915.5,0,0.0,0,1,1,12,0.16666666666666666,0.0,1.0,29,6,0.0,1,Regular,Low,High,Potential,Low
860031000000000030077,2025-04-30,0,2,5,0.0,0.0,7893969.0,0.0,0.0,1578793.8,1,0.0,0,1,2,14,0.0,0.0,1.25,15,5,0.5,1,Regular,Low,Low,Potential,Low
860033000000000007000,2025-04-30,1,2,6,108346.0,2221296.0,3758868.0,108346.0,1110648.0,626478.0,1,108346.0,1,1,2,13,0.16666666666666666,0.0,1.0,6,6,0.5,1,Active,Low,Premium,Champions,Low
626273000000000018305,2025-04-30,0,2,6,0.0,167988.0,1045577.0,0.0,83994.0,174262.83333333334,1,167988.0,0,1,2,11,0.3333333333333333,0.0,1.0,24,6,0.5,1,Regular,Low,Medium,Potential,Low
561468000000000033562,2025-04-30,0,1,5,0.0,157073.0,734268.0,0.0,157073.0,146853.6,1,157073.0,0,1,1,13,0.8,0.2,1.0,18,5,1.0,1,Regular,Low,Medium,Potential,Low
860031000000000036471,2025-04-30,0,0,6,0.0,0.0,925102.0,0.0,0.0,154183.66666666666,0,0.0,0,0,0,13,0.16666666666666666,0.0,1.0,54,6,0.0,1,Sleeping,nan,Low,At Risk,nan
860012000000000005164,2025-04-30,0,2,5,0.0,191016.0,210896.0,0.0,95508.0,42179.2,1,191016.0,0,1,2,13,0.6,0.0,1.0,13,5,0.5,1,Regular,Low,Medium,Potential,Low
860003000000000074163,2025-04-30,2,3,6,239839.0,410729.0,2024426.0,119919.5,136909.66666666666,337404.3333333333,0,0.0,1,1,3,13,0.0,0.0,1.2,7,6,0.0,1,Active,Low,High,Champions,Low
860006000000000001330,2025-04-30,0,1,6,0.0,676631.0,4288296.0,0.0,676631.0,714716.0,0,0.0,0,1,1,12,0.3333333333333333,0.0,1.0,25,6,0.0,1,Regular,Low,High,Potential,Low
561468000000000008810,2025-04-30,0,1,5,0.0,2023443.0,2308717.0,0.0,2023443.0,461743.4,0,0.0,0,1,1,13,0.0,0.0,1.0,20,5,0.0,1,Regular,Low,Premium,Potential,Low
561468000000000044522,2025-04-30,0,1,5,0.0,57369.0,536971.0,0.0,57369.0,107394.2,1,57369.0,0,1,1,13,0.6,0.2,1.25,18,5,1.0,1,Regular,Low,Low,Potential,Low
561468000000000056685,2025-04-30,1,3,6,0.0,1164927.0,4236020.0,0.0,388309.0,706003.3333333334,1,486080.0,1,1,3,13,0.16666666666666666,0.0,1.0,6,6,0.3333333333333333,1,Active,Low,High,Champions,Low
561468000000000030626,2025-04-30,0,2,5,0.0,1398261.0,3760971.0,0.0,699130.5,752194.2,0,0.0,0,1,2,14,0.2,0.0,1.0,11,5,0.0,1,Regular,Low,Premium,Potential,Low
986016000000000074229,2025-04-30,1,1,5,44862.0,44862.0,3165258.0,44862.0,44862.0,633051.6,1,44862.0,1,1,1,13,0.4,0.0,1.0,0,5,1.0,1,nan,Low,Low,Lost,Low
561468000000000039025,2025-04-30,1,2,5,179610.0,459858.0,1328339.0,179610.0,229929.0,265667.8,1,280248.0,1,1,2,12,0.0,0.0,1.0,2,5,0.5,1,Active,Low,High,Champions,Low
561468000000000008337,2025-04-30,1,1,5,1042093.0,1042093.0,3304505.0,1042093.0,1042093.0,660901.0,0,0.0,1,1,1,15,0.0,0.0,1.0,0,5,0.0,1,nan,Low,High,Lost,Low
561468000000000002322,2025-04-30,0,2,5,0.0,408289.0,1934726.0,0.0,204144.5,386945.2,1,270666.0,0,1,2,14,0.2,0.0,1.0,26,5,0.5,1,Regular,Low,High,Potential,Low
860006000000000054894,2025-04-30,1,4,5,61852.0,1698639.0,1714533.0,61852.0,424659.75,342906.6,2,978418.0,1,1,4,13,0.0,0.0,1.0,0,5,0.5,1,nan,Low,Premium,Lost,Low
561468000000000012486,2025-04-30,0,0,5,0.0,0.0,3237773.0,0.0,0.0,647554.6,0,0.0,0,0,0,13,0.2,0.0,1.0,33,5,0.0,1,Sleeping,nan,Low,At Risk,nan
